,Rx,Tx,Voltages (mV),Phase1,Phase3,Phase4,Phase6,Phase7,Phase8,Frequency (MHz),Run Exp Num,NumMPPs,Dist (m)
10,Tag1,Tag2,"[193.22 177.73 177.73 178.57 177.81 177.42 178.03 177.5  177.58 177.73
 177.81 179.87 179.71 179.56 180.02 180.17 180.02 180.17 180.02 179.79
 179.94 170.79 171.17 171.32 171.17 171.4  170.56 171.09 170.71 171.4
 168.19 168.5  167.89 168.88 168.57 168.42 168.5  167.89 168.04 168.5
 171.4  171.93 171.7  171.4  171.24 171.93 171.47 171.4  172.01 171.55
 175.75 176.28 175.67 175.44 175.36 175.59 175.29 175.97 175.44 176.13
 178.11 177.81 177.65 177.58 177.5  177.65 177.5  177.5  177.88 177.35
 180.02 179.94 179.79 179.87 179.79 180.02 180.02 179.71 180.17 171.09
 170.63 170.86 170.86 171.24 170.56 170.48 170.79 170.86 170.94 167.28
 167.81 168.04 167.66 167.2  167.66 168.19 168.12 168.12 168.12 171.09
 171.24 171.17 171.78 171.7  170.79 171.02 171.24 171.09 170.79 175.59
 175.67 176.13 175.36 175.59 175.82 175.67 175.75 176.43 175.52 176.97
 177.5  177.42 177.58 176.89 177.5  177.27 177.88 177.35 177.65 180.17
 180.25 179.87 179.71 179.56 179.56 179.48 179.41 179.64 170.48 170.86
 170.63 170.94 170.25 171.02 170.41 170.86 170.94 170.41 168.12 167.66
 168.12 168.35 167.66 168.12 168.12 167.58 167.96 167.81 171.85 170.63
 170.71 171.02 170.86 171.02 171.24 170.56 171.17 171.02 175.44 175.67
 175.75 175.59 175.14 175.14 175.21 175.36 175.44 175.82 176.97 177.12
 177.42 177.58 177.27 177.35 177.42 177.42 177.35 179.26 180.17 179.64
 179.18 179.87 179.41 179.26 179.26 179.26 179.41 170.71 170.71 170.63
 170.63 170.02 170.63 170.79 171.24 170.18 170.25 167.73 167.96 167.89
 167.35 167.43 167.12 167.2  167.96 167.12 167.28 170.86 170.94 170.63
 170.94 171.47 170.86 171.02 170.71 170.79 170.71 175.29 175.59 175.44
 175.52 175.14 175.52 175.59 175.44 175.59 175.82 177.35 177.12 177.27
 177.12 176.97 177.27 177.96 177.12 177.35 179.18 179.41 179.26 179.33
 179.03 178.57 179.03 179.03 178.8  178.95 169.87 169.79 170.33 170.02
 170.02 170.41 170.71 170.56 170.63 170.63 167.43 167.2  167.12 167.12
 167.12 167.05 167.2  167.89 167.58 167.51 170.94 170.41 171.4  170.79
 170.56 170.48 170.71 170.79 170.86 170.86 175.29 174.75 174.91 175.44
 175.44 175.14 175.21 175.52 175.06 175.82 175.44 175.97 175.59]",177.73,179.945,171.17,168.45999999999998,171.435,175.515,855,0,1,1.2
11,Tag1,Tag2,"[193.22 177.73 177.73 178.57 177.81 177.42 178.03 177.5  177.58 177.73
 177.81 179.87 179.71 179.56 180.02 180.17 180.02 180.17 180.02 179.79
 179.94 170.79 171.17 171.32 171.17 171.4  170.56 171.09 170.71 171.4
 168.19 168.5  167.89 168.88 168.57 168.42 168.5  167.89 168.04 168.5
 171.4  171.93 171.7  171.4  171.24 171.93 171.47 171.4  172.01 171.55
 175.75 176.28 175.67 175.44 175.36 175.59 175.29 175.97 175.44 176.13
 178.11 177.81 177.65 177.58 177.5  177.65 177.5  177.5  177.88 177.35
 180.02 179.94 179.79 179.87 179.79 180.02 180.02 179.71 180.17 171.09
 170.63 170.86 170.86 171.24 170.56 170.48 170.79 170.86 170.94 167.28
 167.81 168.04 167.66 167.2  167.66 168.19 168.12 168.12 168.12 171.09
 171.24 171.17 171.78 171.7  170.79 171.02 171.24 171.09 170.79 175.59
 175.67 176.13 175.36 175.59 175.82 175.67 175.75 176.43 175.52 176.97
 177.5  177.42 177.58 176.89 177.5  177.27 177.88 177.35 177.65 180.17
 180.25 179.87 179.71 179.56 179.56 179.48 179.41 179.64 170.48 170.86
 170.63 170.94 170.25 171.02 170.41 170.86 170.94 170.41 168.12 167.66
 168.12 168.35 167.66 168.12 168.12 167.58 167.96 167.81 171.85 170.63
 170.71 171.02 170.86 171.02 171.24 170.56 171.17 171.02 175.44 175.67
 175.75 175.59 175.14 175.14 175.21 175.36 175.44 175.82 176.97 177.12
 177.42 177.58 177.27 177.35 177.42 177.42 177.35 179.26 180.17 179.64
 179.18 179.87 179.41 179.26 179.26 179.26 179.41 170.71 170.71 170.63
 170.63 170.02 170.63 170.79 171.24 170.18 170.25 167.73 167.96 167.89
 167.35 167.43 167.12 167.2  167.96 167.12 167.28 170.86 170.94 170.63
 170.94 171.47 170.86 171.02 170.71 170.79 170.71 175.29 175.59 175.44
 175.52 175.14 175.52 175.59 175.44 175.59 175.82 177.35 177.12 177.27
 177.12 176.97 177.27 177.96 177.12 177.35 179.18 179.41 179.26 179.33
 179.03 178.57 179.03 179.03 178.8  178.95 169.87 169.79 170.33 170.02
 170.02 170.41 170.71 170.56 170.63 170.63 167.43 167.2  167.12 167.12
 167.12 167.05 167.2  167.89 167.58 167.51 170.94 170.41 171.4  170.79
 170.56 170.48 170.71 170.79 170.86 170.86 175.29 174.75 174.91 175.44
 175.44 175.14 175.21 175.52 175.06 175.82 175.44 175.97 175.59]",177.615,179.905,170.86,167.925,171.17,175.67,855,0,1,1.2
12,Tag1,Tag2,"[193.22 177.73 177.73 178.57 177.81 177.42 178.03 177.5  177.58 177.73
 177.81 179.87 179.71 179.56 180.02 180.17 180.02 180.17 180.02 179.79
 179.94 170.79 171.17 171.32 171.17 171.4  170.56 171.09 170.71 171.4
 168.19 168.5  167.89 168.88 168.57 168.42 168.5  167.89 168.04 168.5
 171.4  171.93 171.7  171.4  171.24 171.93 171.47 171.4  172.01 171.55
 175.75 176.28 175.67 175.44 175.36 175.59 175.29 175.97 175.44 176.13
 178.11 177.81 177.65 177.58 177.5  177.65 177.5  177.5  177.88 177.35
 180.02 179.94 179.79 179.87 179.79 180.02 180.02 179.71 180.17 171.09
 170.63 170.86 170.86 171.24 170.56 170.48 170.79 170.86 170.94 167.28
 167.81 168.04 167.66 167.2  167.66 168.19 168.12 168.12 168.12 171.09
 171.24 171.17 171.78 171.7  170.79 171.02 171.24 171.09 170.79 175.59
 175.67 176.13 175.36 175.59 175.82 175.67 175.75 176.43 175.52 176.97
 177.5  177.42 177.58 176.89 177.5  177.27 177.88 177.35 177.65 180.17
 180.25 179.87 179.71 179.56 179.56 179.48 179.41 179.64 170.48 170.86
 170.63 170.94 170.25 171.02 170.41 170.86 170.94 170.41 168.12 167.66
 168.12 168.35 167.66 168.12 168.12 167.58 167.96 167.81 171.85 170.63
 170.71 171.02 170.86 171.02 171.24 170.56 171.17 171.02 175.44 175.67
 175.75 175.59 175.14 175.14 175.21 175.36 175.44 175.82 176.97 177.12
 177.42 177.58 177.27 177.35 177.42 177.42 177.35 179.26 180.17 179.64
 179.18 179.87 179.41 179.26 179.26 179.26 179.41 170.71 170.71 170.63
 170.63 170.02 170.63 170.79 171.24 170.18 170.25 167.73 167.96 167.89
 167.35 167.43 167.12 167.2  167.96 167.12 167.28 170.86 170.94 170.63
 170.94 171.47 170.86 171.02 170.71 170.79 170.71 175.29 175.59 175.44
 175.52 175.14 175.52 175.59 175.44 175.59 175.82 177.35 177.12 177.27
 177.12 176.97 177.27 177.96 177.12 177.35 179.18 179.41 179.26 179.33
 179.03 178.57 179.03 179.03 178.8  178.95 169.87 169.79 170.33 170.02
 170.02 170.41 170.71 170.56 170.63 170.63 167.43 167.2  167.12 167.12
 167.12 167.05 167.2  167.89 167.58 167.51 170.94 170.41 171.4  170.79
 170.56 170.48 170.71 170.79 170.86 170.86 175.29 174.75 174.91 175.44
 175.44 175.14 175.21 175.52 175.06 175.82 175.44 175.97 175.59]",177.385,179.6,170.745,168.04000000000002,171.02,175.44,855,0,1,1.2
13,Tag1,Tag2,"[193.22 177.73 177.73 178.57 177.81 177.42 178.03 177.5  177.58 177.73
 177.81 179.87 179.71 179.56 180.02 180.17 180.02 180.17 180.02 179.79
 179.94 170.79 171.17 171.32 171.17 171.4  170.56 171.09 170.71 171.4
 168.19 168.5  167.89 168.88 168.57 168.42 168.5  167.89 168.04 168.5
 171.4  171.93 171.7  171.4  171.24 171.93 171.47 171.4  172.01 171.55
 175.75 176.28 175.67 175.44 175.36 175.59 175.29 175.97 175.44 176.13
 178.11 177.81 177.65 177.58 177.5  177.65 177.5  177.5  177.88 177.35
 180.02 179.94 179.79 179.87 179.79 180.02 180.02 179.71 180.17 171.09
 170.63 170.86 170.86 171.24 170.56 170.48 170.79 170.86 170.94 167.28
 167.81 168.04 167.66 167.2  167.66 168.19 168.12 168.12 168.12 171.09
 171.24 171.17 171.78 171.7  170.79 171.02 171.24 171.09 170.79 175.59
 175.67 176.13 175.36 175.59 175.82 175.67 175.75 176.43 175.52 176.97
 177.5  177.42 177.58 176.89 177.5  177.27 177.88 177.35 177.65 180.17
 180.25 179.87 179.71 179.56 179.56 179.48 179.41 179.64 170.48 170.86
 170.63 170.94 170.25 171.02 170.41 170.86 170.94 170.41 168.12 167.66
 168.12 168.35 167.66 168.12 168.12 167.58 167.96 167.81 171.85 170.63
 170.71 171.02 170.86 171.02 171.24 170.56 171.17 171.02 175.44 175.67
 175.75 175.59 175.14 175.14 175.21 175.36 175.44 175.82 176.97 177.12
 177.42 177.58 177.27 177.35 177.42 177.42 177.35 179.26 180.17 179.64
 179.18 179.87 179.41 179.26 179.26 179.26 179.41 170.71 170.71 170.63
 170.63 170.02 170.63 170.79 171.24 170.18 170.25 167.73 167.96 167.89
 167.35 167.43 167.12 167.2  167.96 167.12 167.28 170.86 170.94 170.63
 170.94 171.47 170.86 171.02 170.71 170.79 170.71 175.29 175.59 175.44
 175.52 175.14 175.52 175.59 175.44 175.59 175.82 177.35 177.12 177.27
 177.12 176.97 177.27 177.96 177.12 177.35 179.18 179.41 179.26 179.33
 179.03 178.57 179.03 179.03 178.8  178.95 169.87 169.79 170.33 170.02
 170.02 170.41 170.71 170.56 170.63 170.63 167.43 167.2  167.12 167.12
 167.12 167.05 167.2  167.89 167.58 167.51 170.94 170.41 171.4  170.79
 170.56 170.48 170.71 170.79 170.86 170.86 175.29 174.75 174.91 175.44
 175.44 175.14 175.21 175.52 175.06 175.82 175.44 175.97 175.59]",177.385,179.33499999999998,170.63,167.39,170.86,175.52,855,0,1,1.2
14,Tag1,Tag2,"[193.22 177.73 177.73 178.57 177.81 177.42 178.03 177.5  177.58 177.73
 177.81 179.87 179.71 179.56 180.02 180.17 180.02 180.17 180.02 179.79
 179.94 170.79 171.17 171.32 171.17 171.4  170.56 171.09 170.71 171.4
 168.19 168.5  167.89 168.88 168.57 168.42 168.5  167.89 168.04 168.5
 171.4  171.93 171.7  171.4  171.24 171.93 171.47 171.4  172.01 171.55
 175.75 176.28 175.67 175.44 175.36 175.59 175.29 175.97 175.44 176.13
 178.11 177.81 177.65 177.58 177.5  177.65 177.5  177.5  177.88 177.35
 180.02 179.94 179.79 179.87 179.79 180.02 180.02 179.71 180.17 171.09
 170.63 170.86 170.86 171.24 170.56 170.48 170.79 170.86 170.94 167.28
 167.81 168.04 167.66 167.2  167.66 168.19 168.12 168.12 168.12 171.09
 171.24 171.17 171.78 171.7  170.79 171.02 171.24 171.09 170.79 175.59
 175.67 176.13 175.36 175.59 175.82 175.67 175.75 176.43 175.52 176.97
 177.5  177.42 177.58 176.89 177.5  177.27 177.88 177.35 177.65 180.17
 180.25 179.87 179.71 179.56 179.56 179.48 179.41 179.64 170.48 170.86
 170.63 170.94 170.25 171.02 170.41 170.86 170.94 170.41 168.12 167.66
 168.12 168.35 167.66 168.12 168.12 167.58 167.96 167.81 171.85 170.63
 170.71 171.02 170.86 171.02 171.24 170.56 171.17 171.02 175.44 175.67
 175.75 175.59 175.14 175.14 175.21 175.36 175.44 175.82 176.97 177.12
 177.42 177.58 177.27 177.35 177.42 177.42 177.35 179.26 180.17 179.64
 179.18 179.87 179.41 179.26 179.26 179.26 179.41 170.71 170.71 170.63
 170.63 170.02 170.63 170.79 171.24 170.18 170.25 167.73 167.96 167.89
 167.35 167.43 167.12 167.2  167.96 167.12 167.28 170.86 170.94 170.63
 170.94 171.47 170.86 171.02 170.71 170.79 170.71 175.29 175.59 175.44
 175.52 175.14 175.52 175.59 175.44 175.59 175.82 177.35 177.12 177.27
 177.12 176.97 177.27 177.96 177.12 177.35 179.18 179.41 179.26 179.33
 179.03 178.57 179.03 179.03 178.8  178.95 169.87 169.79 170.33 170.02
 170.02 170.41 170.71 170.56 170.63 170.63 167.43 167.2  167.12 167.12
 167.12 167.05 167.2  167.89 167.58 167.51 170.94 170.41 171.4  170.79
 170.56 170.48 170.71 170.79 170.86 170.86 175.29 174.75 174.91 175.44
 175.44 175.14 175.21 175.52 175.06 175.82 175.44 175.97 175.59]",177.27,179.03,170.37,167.2,170.79,175.325,855,0,1,1.2
15,Tag2,Tag1,"[286.22 244.11 245.71 246.24 244.64 246.17 245.48 245.71 245.71 245.1
 245.4  246.24 246.85 245.63 245.02 245.63 245.94 245.86 244.41 247.46
 247.31 247.69 245.78 247.69 247.16 246.78 246.93 246.24 247.31 250.97
 250.74 250.13 250.44 250.59 249.37 249.9  250.97 249.9  249.52 249.9
 250.67 251.96 249.45 250.9  249.75 250.06 249.37 251.74 251.58 251.81
 247.84 248.23 248.99 249.22 248.76 249.37 249.22 250.29 248.76 245.94
 245.86 246.4  246.62 245.25 245.56 244.87 246.01 244.79 246.09 245.94
 245.78 246.4  245.94 247.69 246.4  246.09 245.86 244.95 247.46 247.54
 248.15 247.62 246.85 247.39 247.77 247.08 247.77 248.53 249.98 251.2
 250.06 249.75 249.37 249.9  250.36 249.45 250.06 249.14 249.52 248.84
 250.74 249.22 249.83 249.83 250.36 251.05 249.98 251.13 248.53 247.39
 248.23 248.   248.76 248.3  248.46 248.   249.14 245.56 244.64 245.4
 245.94 246.24 244.49 244.49 245.25 247.62 246.01 245.86 245.48 246.4
 245.48 245.02 245.56 245.56 245.17 245.78 246.62 247.92 247.77 247.08
 246.09 247.84 247.08 245.71 247.31 248.3  246.47 249.45 249.75 249.14
 250.21 249.98 249.45 249.83 249.98 249.6  250.59 249.6  250.13 250.29
 250.36 250.21 249.07 249.98 249.9  249.75 250.97 248.53 248.46 248.3
 249.07 248.68 248.15 248.84 248.76 248.68 247.77 245.86 246.01 245.25
 247.16 246.7  245.4  246.47 245.94 246.4  245.56 246.24 246.7  246.01
 246.24 246.62 245.56 246.17 245.86 246.24 247.23 247.92 247.08 246.85
 249.14 246.55 246.7  246.93 249.98 247.84 250.13 249.98 249.14 250.29
 250.44 249.75 250.29 250.29 250.36 250.97 251.43 251.2  250.06 249.98
 250.97 250.74 250.13 251.05 250.06 252.04 249.07 248.38 248.91 248.61
 248.15 248.38 248.53 249.37 249.37 245.48 245.56 246.93 245.25 246.32
 245.17 246.32 246.17 245.56 246.4  245.94 246.55 245.78 246.55 245.78
 246.32 245.94 246.47 247.08 245.25 247.54 246.55 248.23 248.84 246.85
 248.   247.39 247.08 247.69 246.78 250.44 249.83 250.13 251.35 250.13
 250.29 250.36 250.51 250.9  251.13 250.44 249.9  250.82 251.28 251.35
 251.43 250.59 250.59 250.51 248.23 248.53 248.07 247.77 249.22 248.23
 249.37 248.23 248.15 248.84 249.68 249.6  249.22 248.68]",245.71,245.63,247.235,250.285,250.365,249.10500000000002,855,0,1,1.2
16,Tag2,Tag1,"[286.22 244.11 245.71 246.24 244.64 246.17 245.48 245.71 245.71 245.1
 245.4  246.24 246.85 245.63 245.02 245.63 245.94 245.86 244.41 247.46
 247.31 247.69 245.78 247.69 247.16 246.78 246.93 246.24 247.31 250.97
 250.74 250.13 250.44 250.59 249.37 249.9  250.97 249.9  249.52 249.9
 250.67 251.96 249.45 250.9  249.75 250.06 249.37 251.74 251.58 251.81
 247.84 248.23 248.99 249.22 248.76 249.37 249.22 250.29 248.76 245.94
 245.86 246.4  246.62 245.25 245.56 244.87 246.01 244.79 246.09 245.94
 245.78 246.4  245.94 247.69 246.4  246.09 245.86 244.95 247.46 247.54
 248.15 247.62 246.85 247.39 247.77 247.08 247.77 248.53 249.98 251.2
 250.06 249.75 249.37 249.9  250.36 249.45 250.06 249.14 249.52 248.84
 250.74 249.22 249.83 249.83 250.36 251.05 249.98 251.13 248.53 247.39
 248.23 248.   248.76 248.3  248.46 248.   249.14 245.56 244.64 245.4
 245.94 246.24 244.49 244.49 245.25 247.62 246.01 245.86 245.48 246.4
 245.48 245.02 245.56 245.56 245.17 245.78 246.62 247.92 247.77 247.08
 246.09 247.84 247.08 245.71 247.31 248.3  246.47 249.45 249.75 249.14
 250.21 249.98 249.45 249.83 249.98 249.6  250.59 249.6  250.13 250.29
 250.36 250.21 249.07 249.98 249.9  249.75 250.97 248.53 248.46 248.3
 249.07 248.68 248.15 248.84 248.76 248.68 247.77 245.86 246.01 245.25
 247.16 246.7  245.4  246.47 245.94 246.4  245.56 246.24 246.7  246.01
 246.24 246.62 245.56 246.17 245.86 246.24 247.23 247.92 247.08 246.85
 249.14 246.55 246.7  246.93 249.98 247.84 250.13 249.98 249.14 250.29
 250.44 249.75 250.29 250.29 250.36 250.97 251.43 251.2  250.06 249.98
 250.97 250.74 250.13 251.05 250.06 252.04 249.07 248.38 248.91 248.61
 248.15 248.38 248.53 249.37 249.37 245.48 245.56 246.93 245.25 246.32
 245.17 246.32 246.17 245.56 246.4  245.94 246.55 245.78 246.55 245.78
 246.32 245.94 246.47 247.08 245.25 247.54 246.55 248.23 248.84 246.85
 248.   247.39 247.08 247.69 246.78 250.44 249.83 250.13 251.35 250.13
 250.29 250.36 250.51 250.9  251.13 250.44 249.9  250.82 251.28 251.35
 251.43 250.59 250.59 250.51 248.23 248.53 248.07 247.77 249.22 248.23
 249.37 248.23 248.15 248.84 249.68 249.6  249.22 248.68]",245.9,246.015,247.695,249.825,249.98,248.265,855,0,1,1.2
17,Tag2,Tag1,"[286.22 244.11 245.71 246.24 244.64 246.17 245.48 245.71 245.71 245.1
 245.4  246.24 246.85 245.63 245.02 245.63 245.94 245.86 244.41 247.46
 247.31 247.69 245.78 247.69 247.16 246.78 246.93 246.24 247.31 250.97
 250.74 250.13 250.44 250.59 249.37 249.9  250.97 249.9  249.52 249.9
 250.67 251.96 249.45 250.9  249.75 250.06 249.37 251.74 251.58 251.81
 247.84 248.23 248.99 249.22 248.76 249.37 249.22 250.29 248.76 245.94
 245.86 246.4  246.62 245.25 245.56 244.87 246.01 244.79 246.09 245.94
 245.78 246.4  245.94 247.69 246.4  246.09 245.86 244.95 247.46 247.54
 248.15 247.62 246.85 247.39 247.77 247.08 247.77 248.53 249.98 251.2
 250.06 249.75 249.37 249.9  250.36 249.45 250.06 249.14 249.52 248.84
 250.74 249.22 249.83 249.83 250.36 251.05 249.98 251.13 248.53 247.39
 248.23 248.   248.76 248.3  248.46 248.   249.14 245.56 244.64 245.4
 245.94 246.24 244.49 244.49 245.25 247.62 246.01 245.86 245.48 246.4
 245.48 245.02 245.56 245.56 245.17 245.78 246.62 247.92 247.77 247.08
 246.09 247.84 247.08 245.71 247.31 248.3  246.47 249.45 249.75 249.14
 250.21 249.98 249.45 249.83 249.98 249.6  250.59 249.6  250.13 250.29
 250.36 250.21 249.07 249.98 249.9  249.75 250.97 248.53 248.46 248.3
 249.07 248.68 248.15 248.84 248.76 248.68 247.77 245.86 246.01 245.25
 247.16 246.7  245.4  246.47 245.94 246.4  245.56 246.24 246.7  246.01
 246.24 246.62 245.56 246.17 245.86 246.24 247.23 247.92 247.08 246.85
 249.14 246.55 246.7  246.93 249.98 247.84 250.13 249.98 249.14 250.29
 250.44 249.75 250.29 250.29 250.36 250.97 251.43 251.2  250.06 249.98
 250.97 250.74 250.13 251.05 250.06 252.04 249.07 248.38 248.91 248.61
 248.15 248.38 248.53 249.37 249.37 245.48 245.56 246.93 245.25 246.32
 245.17 246.32 246.17 245.56 246.4  245.94 246.55 245.78 246.55 245.78
 246.32 245.94 246.47 247.08 245.25 247.54 246.55 248.23 248.84 246.85
 248.   247.39 247.08 247.69 246.78 250.44 249.83 250.13 251.35 250.13
 250.29 250.36 250.51 250.9  251.13 250.44 249.9  250.82 251.28 251.35
 251.43 250.59 250.59 250.51 248.23 248.53 248.07 247.77 249.22 248.23
 249.37 248.23 248.15 248.84 249.68 249.6  249.22 248.68]",245.63,245.56,247.195,249.79000000000002,250.055,248.57,855,0,1,1.2
18,Tag2,Tag1,"[286.22 244.11 245.71 246.24 244.64 246.17 245.48 245.71 245.71 245.1
 245.4  246.24 246.85 245.63 245.02 245.63 245.94 245.86 244.41 247.46
 247.31 247.69 245.78 247.69 247.16 246.78 246.93 246.24 247.31 250.97
 250.74 250.13 250.44 250.59 249.37 249.9  250.97 249.9  249.52 249.9
 250.67 251.96 249.45 250.9  249.75 250.06 249.37 251.74 251.58 251.81
 247.84 248.23 248.99 249.22 248.76 249.37 249.22 250.29 248.76 245.94
 245.86 246.4  246.62 245.25 245.56 244.87 246.01 244.79 246.09 245.94
 245.78 246.4  245.94 247.69 246.4  246.09 245.86 244.95 247.46 247.54
 248.15 247.62 246.85 247.39 247.77 247.08 247.77 248.53 249.98 251.2
 250.06 249.75 249.37 249.9  250.36 249.45 250.06 249.14 249.52 248.84
 250.74 249.22 249.83 249.83 250.36 251.05 249.98 251.13 248.53 247.39
 248.23 248.   248.76 248.3  248.46 248.   249.14 245.56 244.64 245.4
 245.94 246.24 244.49 244.49 245.25 247.62 246.01 245.86 245.48 246.4
 245.48 245.02 245.56 245.56 245.17 245.78 246.62 247.92 247.77 247.08
 246.09 247.84 247.08 245.71 247.31 248.3  246.47 249.45 249.75 249.14
 250.21 249.98 249.45 249.83 249.98 249.6  250.59 249.6  250.13 250.29
 250.36 250.21 249.07 249.98 249.9  249.75 250.97 248.53 248.46 248.3
 249.07 248.68 248.15 248.84 248.76 248.68 247.77 245.86 246.01 245.25
 247.16 246.7  245.4  246.47 245.94 246.4  245.56 246.24 246.7  246.01
 246.24 246.62 245.56 246.17 245.86 246.24 247.23 247.92 247.08 246.85
 249.14 246.55 246.7  246.93 249.98 247.84 250.13 249.98 249.14 250.29
 250.44 249.75 250.29 250.29 250.36 250.97 251.43 251.2  250.06 249.98
 250.97 250.74 250.13 251.05 250.06 252.04 249.07 248.38 248.91 248.61
 248.15 248.38 248.53 249.37 249.37 245.48 245.56 246.93 245.25 246.32
 245.17 246.32 246.17 245.56 246.4  245.94 246.55 245.78 246.55 245.78
 246.32 245.94 246.47 247.08 245.25 247.54 246.55 248.23 248.84 246.85
 248.   247.39 247.08 247.69 246.78 250.44 249.83 250.13 251.35 250.13
 250.29 250.36 250.51 250.9  251.13 250.44 249.9  250.82 251.28 251.35
 251.43 250.59 250.59 250.51 248.23 248.53 248.07 247.77 249.22 248.23
 249.37 248.23 248.15 248.84 249.68 249.6  249.22 248.68]",246.125,246.24,247.08,250.29,250.435,248.45499999999998,855,0,1,1.2
19,Tag2,Tag1,"[286.22 244.11 245.71 246.24 244.64 246.17 245.48 245.71 245.71 245.1
 245.4  246.24 246.85 245.63 245.02 245.63 245.94 245.86 244.41 247.46
 247.31 247.69 245.78 247.69 247.16 246.78 246.93 246.24 247.31 250.97
 250.74 250.13 250.44 250.59 249.37 249.9  250.97 249.9  249.52 249.9
 250.67 251.96 249.45 250.9  249.75 250.06 249.37 251.74 251.58 251.81
 247.84 248.23 248.99 249.22 248.76 249.37 249.22 250.29 248.76 245.94
 245.86 246.4  246.62 245.25 245.56 244.87 246.01 244.79 246.09 245.94
 245.78 246.4  245.94 247.69 246.4  246.09 245.86 244.95 247.46 247.54
 248.15 247.62 246.85 247.39 247.77 247.08 247.77 248.53 249.98 251.2
 250.06 249.75 249.37 249.9  250.36 249.45 250.06 249.14 249.52 248.84
 250.74 249.22 249.83 249.83 250.36 251.05 249.98 251.13 248.53 247.39
 248.23 248.   248.76 248.3  248.46 248.   249.14 245.56 244.64 245.4
 245.94 246.24 244.49 244.49 245.25 247.62 246.01 245.86 245.48 246.4
 245.48 245.02 245.56 245.56 245.17 245.78 246.62 247.92 247.77 247.08
 246.09 247.84 247.08 245.71 247.31 248.3  246.47 249.45 249.75 249.14
 250.21 249.98 249.45 249.83 249.98 249.6  250.59 249.6  250.13 250.29
 250.36 250.21 249.07 249.98 249.9  249.75 250.97 248.53 248.46 248.3
 249.07 248.68 248.15 248.84 248.76 248.68 247.77 245.86 246.01 245.25
 247.16 246.7  245.4  246.47 245.94 246.4  245.56 246.24 246.7  246.01
 246.24 246.62 245.56 246.17 245.86 246.24 247.23 247.92 247.08 246.85
 249.14 246.55 246.7  246.93 249.98 247.84 250.13 249.98 249.14 250.29
 250.44 249.75 250.29 250.29 250.36 250.97 251.43 251.2  250.06 249.98
 250.97 250.74 250.13 251.05 250.06 252.04 249.07 248.38 248.91 248.61
 248.15 248.38 248.53 249.37 249.37 245.48 245.56 246.93 245.25 246.32
 245.17 246.32 246.17 245.56 246.4  245.94 246.55 245.78 246.55 245.78
 246.32 245.94 246.47 247.08 245.25 247.54 246.55 248.23 248.84 246.85
 248.   247.39 247.08 247.69 246.78 250.44 249.83 250.13 251.35 250.13
 250.29 250.36 250.51 250.9  251.13 250.44 249.9  250.82 251.28 251.35
 251.43 250.59 250.59 250.51 248.23 248.53 248.07 247.77 249.22 248.23
 249.37 248.23 248.15 248.84 249.68 249.6  249.22 248.68]",246.245,246.39499999999998,247.845,250.4,250.59,249.03,855,0,1,1.2
